1, 6
2, 5
3, 1
4, 4
5, 4
6, 5
7, 4
8, 6
9, 6
10, 6
11, 7
12, 4
13, 6
14, 4
15, 6
16, 6
17, 6
18, 6
19, 6
20, 10
21, 8
22, 8
23, 7
24, 11
25, 6
26, 5
27, 3
28, 5
29, 5
30, 4
31, 4
32, 6
33, 4
34, 5
35, 3
36, 11
37, 8
38, 3
39, 6
40, 3
41, 5
42, 4
43, 6
44, 8
45, 8
46, 4
47, 5
48, 7
49, 6
50, 9
51, 12
52, 10
53, 3
54, 9
55, 9
56, 9
57, 5
58, 4
59, 7
60, 9
61, 5
62, 10
63, 14
64, 7
65, 9
66, 8
67, 13
68, 8
69, 7
70, 9
71, 8
72, 6
73, 12
74, 10
75, 6
76, 7
77, 5
78, 5
79, 5
80, 6
81, 3
82, 3
83, 5
84, 3
85, 8
86, 5
87, 8
88, 2
89, 6
90, 6
91, 6
92, 6
93, 8
94, 6
95, 5
96, 8
97, 13
98, 17
99, 14
100, 15
101, 5
102, 8
103, 8
104, 8
105, 8
106, 6
107, 8
108, 6
109, 8
110, 10
111, 6
112, 4
113, 4
114, 5
115, 5
116, 5
117, 8
118, 9
119, 10
120, 10
121, 7
122, 9
123, 6
124, 6
125, 6
126, 6
127, 8
128, 6
129, 6
130, 6
131, 6
132, 13
133, 10
134, 12
135, 12
136, 9
137, 9
138, 8
139, 8
140, 5
141, 12
142, 11
143, 10
144, 8
145, 6
146, 6
147, 5
148, 5
149, 5
150, 5
151, 5
152, 6
153, 6
154, 6
155, 5
156, 5
157, 4
158, 3
159, 3
160, 3
161, 6
162, 8
163, 6
164, 11
165, 8
166, 12
167, 8
168, 11
169, 6
170, 17
171, 3
172, 4
173, 8
174, 2
175, 9
176, 15
177, 8
178, 4
179, 6
180, 4
181, 4
182, 5
183, 15
184, 4
185, 7
186, 10
187, 7
188, 2
189, 7
190, 2
191, 5
192, 10
193, 7
194, 9
195, 10
196, 8
197, 8
198, 7
199, 8
200, 8
201, 9
202, 6
203, 7
204, 6
205, 7
206, 7
207, 7
208, 8
209, 6
210, 7
211, 7
212, 2
213, 3
214, 3
215, 4
216, 5
217, 5
218, 6
219, 5
220, 5
221, 5
222, 3
223, 4
224, 8
225, 12
226, 6
227, 8
228, 9
229, 11
230, 9
231, 7
232, 6
233, 7
234, 7
235, 8
236, 7
237, 5
238, 3
239, 15
240, 4
241, 10
242, 11
243, 12
244, 12
245, 12
246, 7
247, 7
248, 8
249, 9
250, 8
251, 9
252, 8
253, 9
254, 9
255, 7
256, 7
257, 8
258, 14
259, 15
260, 11
261, 10
262, 5
263, 4
264, 5
265, 5
266, 6
267, 4
268, 4
269, 4
270, 4
271, 5
272, 5
273, 8
274, 10
275, 9
276, 5
277, 12
278, 7
279, 4
280, 11
281, 10
282, 8
283, 14
284, 10
285, 7
286, 7
287, 6
288, 7
289, 10
290, 5
291, 7
292, 9
293, 8
294, 9
295, 6
296, 8
297, 9
298, 11
299, 11
300, 5
301, 11
302, 5
303, 8
304, 7
305, 6
306, 9
307, 4
308, 4
309, 4
310, 7
311, 3
312, 4
313, 6
314, 8
315, 4
316, 13
317, 6
318, 8
319, 7
320, 9
321, 5
322, 5
323, 6
324, 6
325, 12
326, 10
327, 10
328, 11
329, 9
330, 9
331, 11
332, 11
333, 7
334, 7
335, 7
336, 10
337, 7
338, 2
339, 6
340, 8
341, 6
342, 6
343, 4
344, 4
345, 4
346, 5
347, 6
348, 8
349, 9
350, 12
351, 9
352, 11
353, 9
354, 9
355, 12
356, 9
357, 7
358, 7
359, 5
360, 17
361, 8
362, 15
363, 9
364, 4
365, 4
366, 6
367, 11
368, 3
369, 5
370, 3
371, 5
372, 8
373, 9
374, 6
375, 12
376, 4
377, 4
378, 4
379, 5
380, 6
381, 4
382, 6
383, 6
384, 4
385, 11
386, 14
387, 11
388, 15
389, 4
390, 4
391, 4
392, 5
393, 4
394, 4
395, 2
396, 5
397, 3
398, 14
399, 4
400, 8
401, 5
402, 5
403, 4
404, 8
405, 6
406, 9
407, 11
408, 4
409, 4
410, 5
411, 5
412, 6
413, 5
414, 5
415, 5
416, 5
417, 7
418, 14
419, 5
420, 6
421, 6
422, 4
423, 6
424, 6
425, 5
426, 5
427, 4
428, 4
429, 7
430, 3
431, 8
432, 15
433, 12
434, 7
435, 7
436, 5
437, 7
438, 4
439, 6
440, 6
441, 7
442, 7
443, 8
444, 6
445, 11
446, 6
447, 12
448, 6
449, 7
450, 6
451, 7
452, 3
453, 6
454, 6
455, 7
456, 5
457, 6
458, 3
459, 6
460, 8
461, 7
462, 8
463, 9
464, 8
465, 10
466, 9
467, 7
468, 9
469, 8
470, 10
471, 6
472, 5
473, 4
474, 6
475, 6
476, 4
477, 5
478, 4
479, 5
480, 5
481, 5
482, 4
483, 5
484, 4
